,X,Y,Z,val,Unnamed: 8,coord,gx,gy,gz,feature_name
68,3.673469388,9.795918367,5.714285714,0,1,2,,,,s1
69,3.87755102,9.795918367,5.714285714,0,1,2,,,,s1
70,4.081632653,9.795918367,5.918367347,0,1,2,,,,s1
71,4.285714286,9.795918367,6.12244898,0,1,2,,,,s1
72,4.489795918,9.795918367,6.326530612,0,1,2,,,,s1
73,4.693877551,9.795918367,6.326530612,0,1,2,,,,s1
74,4.897959184,9.795918367,6.530612245,0,1,2,,,,s1
75,5.102040816,9.795918367,6.734693878,0,1,2,,,,s1
76,5.306122449,9.795918367,6.93877551,0,1,2,,,,s1
77,5.510204082,9.795918367,7.142857143,0,1,2,,,,s1
78,5.714285714,9.795918367,7.142857143,0,1,2,,,,s1
79,5.918367347,9.795918367,7.346938776,0,1,2,,,,s1
80,6.12244898,9.795918367,7.551020408,0,1,2,,,,s1
81,6.326530612,9.795918367,7.551020408,0,1,2,,,,s1
82,6.530612245,9.795918367,7.755102041,0,1,2,,,,s1
83,6.734693878,9.795918367,7.959183673,0,1,2,,,,s1
84,6.93877551,9.795918367,7.959183673,0,1,2,,,,s1
85,7.142857143,9.795918367,7.959183673,0,1,2,,,,s1
86,7.346938776,9.795918367,7.959183673,0,1,2,,,,s1
87,7.551020408,9.795918367,8.163265306,0,1,2,,,,s1
88,7.755102041,9.795918367,8.163265306,0,1,2,,,,s1
89,7.959183673,9.795918367,8.163265306,0,1,2,,,,s1
90,8.163265306,9.795918367,8.163265306,0,1,2,,,,s1
91,8.367346939,9.795918367,8.163265306,0,1,2,,,,s1
92,8.571428571,9.795918367,8.163265306,0,1,2,,,,s1
93,8.775510204,9.795918367,8.163265306,0,1,2,,,,s1
94,8.979591837,9.795918367,8.163265306,0,1,2,,,,s1
95,9.183673469,9.795918367,8.163265306,0,1,2,,,,s1
96,9.387755102,9.795918367,8.163265306,0,1,2,,,,s1
97,9.591836735,9.795918367,8.163265306,0,1,2,,,,s1
98,9.795918367,9.795918367,8.163265306,0,1,2,,,,s1
99,10,9.795918367,8.163265306,0,1,2,,,,s1
100,0,9.591836735,5.102040816,0,1,2,,,,s1
101,0.204081633,9.591836735,5.102040816,0,1,2,,,,s1
102,0.408163265,9.591836735,5.102040816,0,1,2,,,,s1
103,0.612244898,9.591836735,5.102040816,0,1,2,,,,s1
104,0.816326531,9.591836735,5.102040816,0,1,2,,,,s1
105,1.020408163,9.591836735,5.102040816,0,1,2,,,,s1
106,1.224489796,9.591836735,5.102040816,0,1,2,,,,s1
107,1.428571429,9.591836735,5.102040816,0,1,2,,,,s1
108,1.632653061,9.591836735,5.102040816,0,1,2,,,,s1
109,1.836734694,9.591836735,5.102040816,0,1,2,,,,s1
110,2.040816327,9.591836735,5.102040816,0,1,2,,,,s1
111,2.244897959,9.591836735,5.102040816,0,1,2,,,,s1
112,2.448979592,9.591836735,5.102040816,0,1,2,,,,s1
113,2.653061224,9.591836735,5.102040816,0,1,2,,,,s1
114,2.857142857,9.591836735,5.306122449,0,1,2,,,,s1
115,3.06122449,9.591836735,5.306122449,0,1,2,,,,s1
116,3.265306122,9.591836735,5.510204082,0,1,2,,,,s1
117,3.469387755,9.591836735,5.510204082,0,1,2,,,,s1
118,3.673469388,9.591836735,5.714285714,0,1,2,,,,s1
119,3.87755102,9.591836735,5.714285714,0,1,2,,,,s1
120,4.081632653,9.591836735,5.918367347,0,1,2,,,,s1
121,4.285714286,9.591836735,6.12244898,0,1,2,,,,s1
122,4.489795918,9.591836735,6.326530612,0,1,2,,,,s1
123,4.693877551,9.591836735,6.530612245,0,1,2,,,,s1
124,4.897959184,9.591836735,6.530612245,0,1,2,,,,s1
125,5.102040816,9.591836735,6.734693878,0,1,2,,,,s1
126,5.306122449,9.591836735,6.93877551,0,1,2,,,,s1
127,5.510204082,9.591836735,7.142857143,0,1,2,,,,s1
128,5.714285714,9.591836735,7.142857143,0,1,2,,,,s1
129,5.918367347,9.591836735,7.346938776,0,1,2,,,,s1
130,6.12244898,9.591836735,7.551020408,0,1,2,,,,s1
131,6.326530612,9.591836735,7.551020408,0,1,2,,,,s1
132,6.530612245,9.591836735,7.755102041,0,1,2,,,,s1
133,6.734693878,9.591836735,7.959183673,0,1,2,,,,s1
134,6.93877551,9.591836735,7.959183673,0,1,2,,,,s1
135,7.142857143,9.591836735,7.959183673,0,1,2,,,,s1
136,7.346938776,9.591836735,7.959183673,0,1,2,,,,s1
137,7.551020408,9.591836735,8.163265306,0,1,2,,,,s1
138,7.755102041,9.591836735,8.163265306,0,1,2,,,,s1
139,7.959183673,9.591836735,8.163265306,0,1,2,,,,s1
140,8.163265306,9.591836735,8.163265306,0,1,2,,,,s1
141,8.367346939,9.591836735,8.163265306,0,1,2,,,,s1
142,8.571428571,9.591836735,8.163265306,0,1,2,,,,s1
143,8.775510204,9.591836735,8.163265306,0,1,2,,,,s1
144,8.979591837,9.591836735,8.163265306,0,1,2,,,,s1
145,9.183673469,9.591836735,8.163265306,0,1,2,,,,s1
146,9.387755102,9.591836735,8.163265306,0,1,2,,,,s1
147,9.591836735,9.591836735,8.163265306,0,1,2,,,,s1
148,9.795918367,9.591836735,8.163265306,0,1,2,,,,s1
149,10,9.591836735,8.163265306,0,1,2,,,,s1
150,0,9.387755102,5.102040816,0,1,2,,,,s1
151,0.204081633,9.387755102,5.102040816,0,1,2,,,,s1
152,0.408163265,9.387755102,5.102040816,0,1,2,,,,s1
153,0.612244898,9.387755102,5.102040816,0,1,2,,,,s1
154,0.816326531,9.387755102,5.102040816,0,1,2,,,,s1
155,1.020408163,9.387755102,5.102040816,0,1,2,,,,s1
156,1.224489796,9.387755102,5.102040816,0,1,2,,,,s1
157,1.428571429,9.387755102,5.102040816,0,1,2,,,,s1
158,1.632653061,9.387755102,5.102040816,0,1,2,,,,s1
159,1.836734694,9.387755102,5.102040816,0,1,2,,,,s1
160,2.040816327,9.387755102,5.102040816,0,1,2,,,,s1
161,2.244897959,9.387755102,5.102040816,0,1,2,,,,s1
162,2.448979592,9.387755102,5.102040816,0,1,2,,,,s1
163,2.653061224,9.387755102,5.102040816,0,1,2,,,,s1
164,2.857142857,9.387755102,5.306122449,0,1,2,,,,s1
165,3.06122449,9.387755102,5.306122449,0,1,2,,,,s1
166,3.265306122,9.387755102,5.510204082,0,1,2,,,,s1
167,3.469387755,9.387755102,5.510204082,0,1,2,,,,s1
168,3.673469388,9.387755102,5.714285714,0,1,2,,,,s1
169,3.87755102,9.387755102,5.714285714,0,1,2,,,,s1
170,4.081632653,9.387755102,5.918367347,0,1,2,,,,s1
171,4.285714286,9.387755102,6.12244898,0,1,2,,,,s1
172,4.489795918,9.387755102,6.326530612,0,1,2,,,,s1
173,4.693877551,9.387755102,6.530612245,0,1,2,,,,s1
174,4.897959184,9.387755102,6.530612245,0,1,2,,,,s1
175,5.102040816,9.387755102,6.734693878,0,1,2,,,,s1
176,5.306122449,9.387755102,6.93877551,0,1,2,,,,s1
177,5.510204082,9.387755102,7.142857143,0,1,2,,,,s1
178,5.714285714,9.387755102,7.346938776,0,1,2,,,,s1
179,5.918367347,9.387755102,7.346938776,0,1,2,,,,s1
180,6.12244898,9.387755102,7.551020408,0,1,2,,,,s1
181,6.326530612,9.387755102,7.755102041,0,1,2,,,,s1
182,6.530612245,9.387755102,7.755102041,0,1,2,,,,s1
183,6.734693878,9.387755102,7.959183673,0,1,2,,,,s1
184,6.93877551,9.387755102,7.959183673,0,1,2,,,,s1
185,7.142857143,9.387755102,7.959183673,0,1,2,,,,s1
186,7.346938776,9.387755102,7.959183673,0,1,2,,,,s1
187,7.551020408,9.387755102,8.163265306,0,1,2,,,,s1
188,7.755102041,9.387755102,8.163265306,0,1,2,,,,s1
189,7.959183673,9.387755102,8.163265306,0,1,2,,,,s1
190,8.163265306,9.387755102,8.163265306,0,1,2,,,,s1
191,8.367346939,9.387755102,8.163265306,0,1,2,,,,s1
192,8.571428571,9.387755102,8.163265306,0,1,2,,,,s1
193,8.775510204,9.387755102,8.163265306,0,1,2,,,,s1
194,8.979591837,9.387755102,8.163265306,0,1,2,,,,s1
195,9.183673469,9.387755102,8.163265306,0,1,2,,,,s1
196,9.387755102,9.387755102,8.163265306,0,1,2,,,,s1
197,9.591836735,9.387755102,8.163265306,0,1,2,,,,s1
198,9.795918367,9.387755102,8.163265306,0,1,2,,,,s1
199,10,9.387755102,8.163265306,0,1,2,,,,s1
200,0,9.183673469,5.102040816,0,1,2,,,,s1
201,0.204081633,9.183673469,5.102040816,0,1,2,,,,s1
202,0.408163265,9.183673469,5.102040816,0,1,2,,,,s1
203,0.612244898,9.183673469,5.102040816,0,1,2,,,,s1
204,0.816326531,9.183673469,5.102040816,0,1,2,,,,s1
205,1.020408163,9.183673469,5.102040816,0,1,2,,,,s1
206,1.224489796,9.183673469,5.102040816,0,1,2,,,,s1
207,1.428571429,9.183673469,5.102040816,0,1,2,,,,s1
208,1.632653061,9.183673469,5.102040816,0,1,2,,,,s1
209,1.836734694,9.183673469,5.102040816,0,1,2,,,,s1
210,2.040816327,9.183673469,5.102040816,0,1,2,,,,s1
211,2.244897959,9.183673469,5.102040816,0,1,2,,,,s1
212,2.448979592,9.183673469,5.102040816,0,1,2,,,,s1
213,2.653061224,9.183673469,5.102040816,0,1,2,,,,s1
214,2.857142857,9.183673469,5.306122449,0,1,2,,,,s1
215,3.06122449,9.183673469,5.306122449,0,1,2,,,,s1
216,3.265306122,9.183673469,5.510204082,0,1,2,,,,s1
217,3.469387755,9.183673469,5.510204082,0,1,2,,,,s1
218,3.673469388,9.183673469,5.714285714,0,1,2,,,,s1
219,3.87755102,9.183673469,5.714285714,0,1,2,,,,s1
220,4.081632653,9.183673469,5.918367347,0,1,2,,,,s1
221,4.285714286,9.183673469,6.12244898,0,1,2,,,,s1
222,4.489795918,9.183673469,6.326530612,0,1,2,,,,s1
223,4.693877551,9.183673469,6.530612245,0,1,2,,,,s1
224,4.897959184,9.183673469,6.530612245,0,1,2,,,,s1
225,5.102040816,9.183673469,6.734693878,0,1,2,,,,s1
226,5.306122449,9.183673469,6.93877551,0,1,2,,,,s1
227,5.510204082,9.183673469,7.142857143,0,1,2,,,,s1
228,5.714285714,9.183673469,7.346938776,0,1,2,,,,s1
229,5.918367347,9.183673469,7.346938776,0,1,2,,,,s1
230,6.12244898,9.183673469,7.551020408,0,1,2,,,,s1
231,6.326530612,9.183673469,7.755102041,0,1,2,,,,s1
232,6.530612245,9.183673469,7.755102041,0,1,2,,,,s1
233,6.734693878,9.183673469,7.959183673,0,1,2,,,,s1
234,6.93877551,9.183673469,7.959183673,0,1,2,,,,s1
235,7.142857143,9.183673469,7.959183673,0,1,2,,,,s1
236,7.346938776,9.183673469,8.163265306,0,1,2,,,,s1
237,7.551020408,9.183673469,8.163265306,0,1,2,,,,s1
238,7.755102041,9.183673469,8.163265306,0,1,2,,,,s1
239,7.959183673,9.183673469,8.163265306,0,1,2,,,,s1
240,8.163265306,9.183673469,8.163265306,0,1,2,,,,s1
241,8.367346939,9.183673469,8.163265306,0,1,2,,,,s1
242,8.571428571,9.183673469,8.163265306,0,1,2,,,,s1
243,8.775510204,9.183673469,8.163265306,0,1,2,,,,s1
244,8.979591837,9.183673469,8.163265306,0,1,2,,,,s1
245,9.183673469,9.183673469,8.163265306,0,1,2,,,,s1
246,9.387755102,9.183673469,8.163265306,0,1,2,,,,s1
247,9.591836735,9.183673469,8.163265306,0,1,2,,,,s1
248,9.795918367,9.183673469,8.163265306,0,1,2,,,,s1
249,10,9.183673469,8.163265306,0,1,2,,,,s1
250,0,8.979591837,5.102040816,0,1,2,,,,s1
251,0.204081633,8.979591837,5.102040816,0,1,2,,,,s1
252,0.408163265,8.979591837,5.102040816,0,1,2,,,,s1
253,0.612244898,8.979591837,5.102040816,0,1,2,,,,s1
254,0.816326531,8.979591837,5.102040816,0,1,2,,,,s1
255,1.020408163,8.979591837,5.102040816,0,1,2,,,,s1
256,1.224489796,8.979591837,5.102040816,0,1,2,,,,s1
257,1.428571429,8.979591837,5.102040816,0,1,2,,,,s1
258,1.632653061,8.979591837,5.102040816,0,1,2,,,,s1
259,1.836734694,8.979591837,5.102040816,0,1,2,,,,s1
260,2.040816327,8.979591837,5.102040816,0,1,2,,,,s1
261,2.244897959,8.979591837,5.102040816,0,1,2,,,,s1
262,2.448979592,8.979591837,5.102040816,0,1,2,,,,s1
263,2.653061224,8.979591837,5.102040816,0,1,2,,,,s1
264,2.857142857,8.979591837,5.306122449,0,1,2,,,,s1
265,3.06122449,8.979591837,5.306122449,0,1,2,,,,s1
266,3.265306122,8.979591837,5.306122449,0,1,2,,,,s1
267,3.469387755,8.979591837,5.510204082,0,1,2,,,,s1
268,3.673469388,8.979591837,5.714285714,0,1,2,,,,s1
269,3.87755102,8.979591837,5.714285714,0,1,2,,,,s1
270,4.081632653,8.979591837,5.918367347,0,1,2,,,,s1
271,4.285714286,8.979591837,6.12244898,0,1,2,,,,s1
272,4.489795918,8.979591837,6.326530612,0,1,2,,,,s1
273,4.693877551,8.979591837,6.530612245,0,1,2,,,,s1
274,4.897959184,8.979591837,6.530612245,0,1,2,,,,s1
275,5.102040816,8.979591837,6.734693878,0,1,2,,,,s1
276,5.306122449,8.979591837,6.93877551,0,1,2,,,,s1
277,5.510204082,8.979591837,7.142857143,0,1,2,,,,s1
278,5.714285714,8.979591837,7.346938776,0,1,2,,,,s1
279,5.918367347,8.979591837,7.346938776,0,1,2,,,,s1
280,6.12244898,8.979591837,7.551020408,0,1,2,,,,s1
281,6.326530612,8.979591837,7.755102041,0,1,2,,,,s1
282,6.530612245,8.979591837,7.755102041,0,1,2,,,,s1
283,6.734693878,8.979591837,7.959183673,0,1,2,,,,s1
284,6.93877551,8.979591837,7.959183673,0,1,2,,,,s1
285,7.142857143,8.979591837,7.959183673,0,1,2,,,,s1
286,7.346938776,8.979591837,8.163265306,0,1,2,,,,s1
287,7.551020408,8.979591837,8.163265306,0,1,2,,,,s1
288,7.755102041,8.979591837,8.163265306,0,1,2,,,,s1
289,7.959183673,8.979591837,8.163265306,0,1,2,,,,s1
290,8.163265306,8.979591837,8.163265306,0,1,2,,,,s1
291,8.367346939,8.979591837,8.163265306,0,1,2,,,,s1
292,8.571428571,8.979591837,8.163265306,0,1,2,,,,s1
293,8.775510204,8.979591837,8.163265306,0,1,2,,,,s1
294,8.979591837,8.979591837,8.163265306,0,1,2,,,,s1
295,9.183673469,8.979591837,8.163265306,0,1,2,,,,s1
296,9.387755102,8.979591837,8.163265306,0,1,2,,,,s1
297,9.591836735,8.979591837,8.163265306,0,1,2,,,,s1
298,9.795918367,8.979591837,8.163265306,0,1,2,,,,s1
299,10,8.979591837,8.163265306,0,1,2,,,,s1
300,0,8.775510204,5.102040816,0,1,2,,,,s1
301,0.204081633,8.775510204,5.102040816,0,1,2,,,,s1
302,0.408163265,8.775510204,5.102040816,0,1,2,,,,s1
303,0.612244898,8.775510204,5.102040816,0,1,2,,,,s1
304,0.816326531,8.775510204,5.102040816,0,1,2,,,,s1
305,1.020408163,8.775510204,5.102040816,0,1,2,,,,s1
306,1.224489796,8.775510204,5.102040816,0,1,2,,,,s1
307,1.428571429,8.775510204,5.102040816,0,1,2,,,,s1
308,1.632653061,8.775510204,5.102040816,0,1,2,,,,s1
309,1.836734694,8.775510204,5.102040816,0,1,2,,,,s1
310,2.040816327,8.775510204,5.102040816,0,1,2,,,,s1
311,2.244897959,8.775510204,5.102040816,0,1,2,,,,s1
312,2.448979592,8.775510204,5.102040816,0,1,2,,,,s1
313,2.653061224,8.775510204,5.102040816,0,1,2,,,,s1
314,2.857142857,8.775510204,5.306122449,0,1,2,,,,s1
315,3.06122449,8.775510204,5.306122449,0,1,2,,,,s1
316,3.265306122,8.775510204,5.306122449,0,1,2,,,,s1
317,3.469387755,8.775510204,5.510204082,0,1,2,,,,s1
318,3.673469388,8.775510204,5.714285714,0,1,2,,,,s1
319,3.87755102,8.775510204,5.714285714,0,1,2,,,,s1
320,4.081632653,8.775510204,5.918367347,0,1,2,,,,s1
321,4.285714286,8.775510204,6.12244898,0,1,2,,,,s1
322,4.489795918,8.775510204,6.326530612,0,1,2,,,,s1
323,4.693877551,8.775510204,6.530612245,0,1,2,,,,s1
324,4.897959184,8.775510204,6.530612245,0,1,2,,,,s1
325,5.102040816,8.775510204,6.734693878,0,1,2,,,,s1
326,5.306122449,8.775510204,6.93877551,0,1,2,,,,s1
327,5.510204082,8.775510204,7.142857143,0,1,2,,,,s1
328,5.714285714,8.775510204,7.346938776,0,1,2,,,,s1
329,5.918367347,8.775510204,7.346938776,0,1,2,,,,s1
330,6.12244898,8.775510204,7.551020408,0,1,2,,,,s1
331,6.326530612,8.775510204,7.755102041,0,1,2,,,,s1
332,6.530612245,8.775510204,7.755102041,0,1,2,,,,s1
333,6.734693878,8.775510204,7.959183673,0,1,2,,,,s1
334,6.93877551,8.775510204,7.959183673,0,1,2,,,,s1
335,7.142857143,8.775510204,7.959183673,0,1,2,,,,s1
336,7.346938776,8.775510204,8.163265306,0,1,2,,,,s1
337,7.551020408,8.775510204,8.163265306,0,1,2,,,,s1
338,7.755102041,8.775510204,8.163265306,0,1,2,,,,s1
339,7.959183673,8.775510204,8.163265306,0,1,2,,,,s1
340,8.163265306,8.775510204,8.163265306,0,1,2,,,,s1
341,8.367346939,8.775510204,8.163265306,0,1,2,,,,s1
342,8.571428571,8.775510204,8.163265306,0,1,2,,,,s1
343,8.775510204,8.775510204,8.163265306,0,1,2,,,,s1
344,8.979591837,8.775510204,8.163265306,0,1,2,,,,s1
345,9.183673469,8.775510204,8.163265306,0,1,2,,,,s1
346,9.387755102,8.775510204,8.163265306,0,1,2,,,,s1
347,9.591836735,8.775510204,8.163265306,0,1,2,,,,s1
348,9.795918367,8.775510204,8.163265306,0,1,2,,,,s1
349,10,8.775510204,8.163265306,0,1,2,,,,s1
350,0,8.571428571,5.102040816,0,1,2,,,,s1
351,0.204081633,8.571428571,5.102040816,0,1,2,,,,s1
352,0.408163265,8.571428571,5.102040816,0,1,2,,,,s1
353,0.612244898,8.571428571,5.102040816,0,1,2,,,,s1
354,0.816326531,8.571428571,5.102040816,0,1,2,,,,s1
355,1.020408163,8.571428571,5.102040816,0,1,2,,,,s1
356,1.224489796,8.571428571,5.102040816,0,1,2,,,,s1
357,1.428571429,8.571428571,5.102040816,0,1,2,,,,s1
358,1.632653061,8.571428571,5.102040816,0,1,2,,,,s1
359,1.836734694,8.571428571,5.102040816,0,1,2,,,,s1
360,2.040816327,8.571428571,5.102040816,0,1,2,,,,s1
361,2.244897959,8.571428571,5.102040816,0,1,2,,,,s1
362,2.448979592,8.571428571,5.102040816,0,1,2,,,,s1
363,2.653061224,8.571428571,5.102040816,0,1,2,,,,s1
364,2.857142857,8.571428571,5.306122449,0,1,2,,,,s1
365,3.06122449,8.571428571,5.306122449,0,1,2,,,,s1
366,3.265306122,8.571428571,5.306122449,0,1,2,,,,s1
367,3.469387755,8.571428571,5.510204082,0,1,2,,,,s1
368,3.673469388,8.571428571,5.714285714,0,1,2,,,,s1
369,3.87755102,8.571428571,5.714285714,0,1,2,,,,s1
370,4.081632653,8.571428571,5.918367347,0,1,2,,,,s1
371,4.285714286,8.571428571,6.12244898,0,1,2,,,,s1
372,4.489795918,8.571428571,6.326530612,0,1,2,,,,s1
373,4.693877551,8.571428571,6.530612245,0,1,2,,,,s1
374,4.897959184,8.571428571,6.530612245,0,1,2,,,,s1
375,5.102040816,8.571428571,6.734693878,0,1,2,,,,s1
376,5.306122449,8.571428571,6.93877551,0,1,2,,,,s1
377,5.510204082,8.571428571,7.142857143,0,1,2,,,,s1
378,5.714285714,8.571428571,7.346938776,0,1,2,,,,s1
379,5.918367347,8.571428571,7.346938776,0,1,2,,,,s1
380,6.12244898,8.571428571,7.551020408,0,1,2,,,,s1
381,6.326530612,8.571428571,7.755102041,0,1,2,,,,s1
382,6.530612245,8.571428571,7.755102041,0,1,2,,,,s1
383,6.734693878,8.571428571,7.959183673,0,1,2,,,,s1
384,6.93877551,8.571428571,7.959183673,0,1,2,,,,s1
385,7.142857143,8.571428571,7.959183673,0,1,2,,,,s1
386,7.346938776,8.571428571,8.163265306,0,1,2,,,,s1
387,7.551020408,8.571428571,8.163265306,0,1,2,,,,s1
388,7.755102041,8.571428571,8.163265306,0,1,2,,,,s1
389,7.959183673,8.571428571,8.163265306,0,1,2,,,,s1
390,8.163265306,8.571428571,8.163265306,0,1,2,,,,s1
391,8.367346939,8.571428571,8.163265306,0,1,2,,,,s1
392,8.571428571,8.571428571,8.163265306,0,1,2,,,,s1
393,8.775510204,8.571428571,8.163265306,0,1,2,,,,s1
394,8.979591837,8.571428571,8.163265306,0,1,2,,,,s1
395,9.183673469,8.571428571,8.163265306,0,1,2,,,,s1
396,9.387755102,8.571428571,8.163265306,0,1,2,,,,s1
397,9.591836735,8.571428571,8.163265306,0,1,2,,,,s1
398,9.795918367,8.571428571,8.163265306,0,1,2,,,,s1
399,10,8.571428571,8.163265306,0,1,2,,,,s1
400,0,8.367346939,5.102040816,0,1,2,,,,s1
401,0.204081633,8.367346939,5.102040816,0,1,2,,,,s1
402,0.408163265,8.367346939,5.102040816,0,1,2,,,,s1
403,0.612244898,8.367346939,5.102040816,0,1,2,,,,s1
404,0.816326531,8.367346939,5.102040816,0,1,2,,,,s1
405,1.020408163,8.367346939,5.102040816,0,1,2,,,,s1
406,1.224489796,8.367346939,5.102040816,0,1,2,,,,s1
407,1.428571429,8.367346939,5.102040816,0,1,2,,,,s1
408,1.632653061,8.367346939,5.102040816,0,1,2,,,,s1
409,1.836734694,8.367346939,5.102040816,0,1,2,,,,s1
410,2.040816327,8.367346939,5.102040816,0,1,2,,,,s1
411,2.244897959,8.367346939,5.102040816,0,1,2,,,,s1
412,2.448979592,8.367346939,5.102040816,0,1,2,,,,s1
413,2.653061224,8.367346939,5.102040816,0,1,2,,,,s1
414,2.857142857,8.367346939,5.306122449,0,1,2,,,,s1
415,3.06122449,8.367346939,5.306122449,0,1,2,,,,s1
416,3.265306122,8.367346939,5.306122449,0,1,2,,,,s1
417,3.469387755,8.367346939,5.510204082,0,1,2,,,,s1
418,3.673469388,8.367346939,5.714285714,0,1,2,,,,s1
419,3.87755102,8.367346939,5.714285714,0,1,2,,,,s1
420,4.081632653,8.367346939,5.918367347,0,1,2,,,,s1
421,4.285714286,8.367346939,6.12244898,0,1,2,,,,s1
422,4.489795918,8.367346939,6.326530612,0,1,2,,,,s1
423,4.693877551,8.367346939,6.530612245,0,1,2,,,,s1
424,4.897959184,8.367346939,6.530612245,0,1,2,,,,s1
425,5.102040816,8.367346939,6.734693878,0,1,2,,,,s1
426,5.306122449,8.367346939,6.93877551,0,1,2,,,,s1
427,5.510204082,8.367346939,7.142857143,0,1,2,,,,s1
428,5.714285714,8.367346939,7.346938776,0,1,2,,,,s1
429,5.918367347,8.367346939,7.346938776,0,1,2,,,,s1
430,6.12244898,8.367346939,7.551020408,0,1,2,,,,s1
431,6.326530612,8.367346939,7.755102041,0,1,2,,,,s1
432,6.530612245,8.367346939,7.755102041,0,1,2,,,,s1
433,6.734693878,8.367346939,7.959183673,0,1,2,,,,s1
434,6.93877551,8.367346939,7.959183673,0,1,2,,,,s1
435,7.142857143,8.367346939,7.959183673,0,1,2,,,,s1
436,7.346938776,8.367346939,8.163265306,0,1,2,,,,s1
437,7.551020408,8.367346939,8.163265306,0,1,2,,,,s1
438,7.755102041,8.367346939,8.163265306,0,1,2,,,,s1
439,7.959183673,8.367346939,8.163265306,0,1,2,,,,s1
440,8.163265306,8.367346939,8.163265306,0,1,2,,,,s1
441,8.367346939,8.367346939,8.163265306,0,1,2,,,,s1
442,8.571428571,8.367346939,8.163265306,0,1,2,,,,s1
