,X,Y,Z,val,gx,gy,gz,
40,8.163265306,10,8.163265306,0,-0.067012791,0.039743552,0.996960248,1
41,8.367346939,10,8.163265306,0,0.003466255,0.033634121,0.999428202,1
42,8.571428571,10,8.163265306,0,0.003466255,0.033634121,0.999428202,1
43,8.775510204,10,8.163265306,0,0.009560657,0.027318392,0.999581062,1
44,8.979591837,10,8.163265306,0,0.042897783,0.027294492,0.998706559,1
45,9.183673469,10,8.163265306,0,0.03732259,0.021797439,0.999065511,1
46,9.387755102,10,8.163265306,0,0.058611886,0.015625544,0.998158549,1
47,9.591836735,10,8.163265306,0,0.058611886,0.015625544,0.998158549,1
48,9.795918367,10,8.163265306,0,0.05558394,0.018901948,0.998275083,1
49,10,10,8.163265306,0,0.03729065,0.018918048,0.999125375,1
50,0,9.795918367,5.102040816,0,0.002707597,0.020960631,0.999776635,1
51,0.204081633,9.795918367,5.102040816,0,0.031299842,0.016887857,0.99936736,1
52,0.408163265,9.795918367,5.102040816,0,0.03142212,0.017012044,0.999361416,1
53,0.612244898,9.795918367,5.102040816,0,0.02363647,0.017015694,0.999575802,1
54,0.816326531,9.795918367,5.102040816,0,0.02363647,0.017015694,0.999575802,1
55,1.020408163,9.795918367,5.102040816,0,0.021647263,0.018926296,0.99958651,1
56,1.224489796,9.795918367,5.102040816,0,-0.012598443,0.004969357,0.999908288,1
57,1.428571429,9.795918367,5.102040816,0,-0.021698739,-0.003975673,0.99975665,1
58,1.632653061,9.795918367,5.102040816,0,-0.069748406,-0.003966924,0.997556727,1
59,1.836734694,9.795918367,5.102040816,0,-0.069748406,-0.003966924,0.997556727,1
60,2.040816327,9.795918367,5.102040816,0,-0.070726122,-0.002906349,0.997491538,1
61,2.244897959,9.795918367,5.102040816,0,-0.161304541,-0.018779807,0.986725982,1
62,2.448979592,9.795918367,5.102040816,0,-0.170735395,-0.027261609,0.984939709,1
63,2.653061224,9.795918367,5.102040816,0,-0.267146804,-0.026662293,0.963286929,1
64,2.857142857,9.795918367,5.306122449,0,-0.288602816,-0.028803687,0.95701555,1
65,3.06122449,9.795918367,5.306122449,0,-0.305650294,-0.014829391,0.952028354,1
66,3.265306122,9.795918367,5.510204082,0,-0.45598601,-0.02668471,0.889586806,1
67,3.469387755,9.795918367,5.510204082,0,-0.462344936,-0.009971482,0.886644083,1
68,3.673469388,9.795918367,5.714285714,0,-0.556949885,-0.006302176,0.83052219,1
69,3.87755102,9.795918367,5.714285714,0,-0.542199005,-0.005615671,0.840231339,1
70,4.081632653,9.795918367,5.918367347,0,-0.562581999,-0.005826783,0.826720958,1
71,4.285714286,9.795918367,6.12244898,0,-0.617225153,9.99762E-05,0.786786566,1
72,4.489795918,9.795918367,6.326530612,0,-0.626769572,0.014032076,0.779078304,1
73,4.693877551,9.795918367,6.326530612,0,-0.626769572,0.014032076,0.779078304,1
74,4.897959184,9.795918367,6.530612245,0,-0.642657262,0.01248637,0.766052044,1
75,5.102040816,9.795918367,6.734693878,0,-0.62081777,0.032187632,0.783293849,1
76,5.306122449,9.795918367,6.93877551,0,-0.629517316,0.033687013,0.776255843,1
77,5.510204082,9.795918367,7.142857143,0,-0.619533537,0.047683189,0.783520587,1
78,5.714285714,9.795918367,7.142857143,0,-0.619533537,0.047683189,0.783520587,1
79,5.918367347,9.795918367,7.346938776,0,-0.595687549,0.050607019,0.801620405,1
80,6.12244898,9.795918367,7.551020408,0,-0.574232484,0.05129322,0.817083876,1
81,6.326530612,9.795918367,7.551020408,0,-0.489696386,0.054626386,0.870180101,1
82,6.530612245,9.795918367,7.755102041,0,-0.489696386,0.054626386,0.870180101,1
83,6.734693878,9.795918367,7.959183673,0,-0.448813814,0.053164643,0.892042421,1
84,6.93877551,9.795918367,7.959183673,0,-0.292127798,0.053024721,0.95490823,1
85,7.142857143,9.795918367,7.959183673,0,-0.293343006,0.051039002,0.954643861,1
86,7.346938776,9.795918367,7.959183673,0,-0.172519889,0.052587179,0.983601279,1
87,7.551020408,9.795918367,8.163265306,0,-0.155270305,0.043593799,0.986909678,1
88,7.755102041,9.795918367,8.163265306,0,-0.155270305,0.043593799,0.986909678,1
89,7.959183673,9.795918367,8.163265306,0,-0.062640273,0.044042332,0.997063924,1
90,8.163265306,9.795918367,8.163265306,0,-0.059442427,0.040774177,0.997398649,1
91,8.367346939,9.795918367,8.163265306,0,0.005238996,0.037249215,0.999292274,1
92,8.571428571,9.795918367,8.163265306,0,0.009559051,0.032892038,0.999413197,1
93,8.775510204,9.795918367,8.163265306,0,0.009559051,0.032892038,0.999413197,1
94,8.979591837,9.795918367,8.163265306,0,0.042890592,0.032863271,0.998539134,1
95,9.183673469,9.795918367,8.163265306,0,0.042976475,0.032783558,0.998538062,1
96,9.387755102,9.795918367,8.163265306,0,0.061777576,0.030087897,0.997636331,1
97,9.591836735,9.795918367,8.163265306,0,0.05556954,0.029582941,0.998016471,1
98,9.795918367,9.795918367,8.163265306,0,0.05556954,0.029582941,0.998016471,1
99,10,9.795918367,8.163265306,0,0.037280973,0.029608125,0.998866101,1
100,0,9.591836735,5.102040816,0,0.002971669,0.020690407,0.999781514,1
101,0.204081633,9.591836735,5.102040816,0,0.035140629,0.020677719,0.999168438,1
102,0.408163265,9.591836735,5.102040816,0,0.031299842,0.016887857,0.99936736,1
103,0.612244898,9.591836735,5.102040816,0,0.02363647,0.017015694,0.999575802,1
104,0.816326531,9.591836735,5.102040816,0,0.021647263,0.018926296,0.99958651,1
105,1.020408163,9.591836735,5.102040816,0,0.024818451,0.015622849,0.999569893,1
106,1.224489796,9.591836735,5.102040816,0,-0.002125935,0.015627628,0.999875621,1
107,1.428571429,9.591836735,5.102040816,0,-0.012598443,0.004969357,0.999908288,1
108,1.632653061,9.591836735,5.102040816,0,-0.069748406,-0.003966924,0.997556727,1
109,1.836734694,9.591836735,5.102040816,0,-0.070726122,-0.002906349,0.997491538,1
110,2.040816327,9.591836735,5.102040816,0,-0.065513661,-0.007782246,0.997821325,1
111,2.244897959,9.591836735,5.102040816,0,-0.152100141,-0.00770826,0.988335029,1
112,2.448979592,9.591836735,5.102040816,0,-0.161304541,-0.018779807,0.986725982,1
113,2.653061224,9.591836735,5.102040816,0,-0.267146804,-0.026662293,0.963286929,1
114,2.857142857,9.591836735,5.306122449,0,-0.305650294,-0.014829391,0.952028354,1
115,3.06122449,9.591836735,5.306122449,0,-0.307901061,-0.011127978,0.951353302,1
116,3.265306122,9.591836735,5.510204082,0,-0.462344936,-0.009971482,0.886644083,1
117,3.469387755,9.591836735,5.510204082,0,-0.462344936,-0.009971482,0.886644083,1
118,3.673469388,9.591836735,5.714285714,0,-0.556949885,-0.006302176,0.83052219,1
119,3.87755102,9.591836735,5.714285714,0,-0.556949885,-0.006302176,0.83052219,1
120,4.081632653,9.591836735,5.918367347,0,-0.559308975,0.008961009,0.828910834,1
121,4.285714286,9.591836735,6.12244898,0,-0.61554589,0.012327564,0.788004624,1
122,4.489795918,9.591836735,6.326530612,0,-0.625322394,0.025266394,0.779957379,1
123,4.693877551,9.591836735,6.530612245,0,-0.623896853,0.023944671,0.781139789,1
124,4.897959184,9.591836735,6.530612245,0,-0.642657262,0.01248637,0.766052044,1
125,5.102040816,9.591836735,6.734693878,0,-0.62081777,0.032187632,0.783293849,1
126,5.306122449,9.591836735,6.93877551,0,-0.632353017,0.036350244,0.773827062,1
127,5.510204082,9.591836735,7.142857143,0,-0.632353017,0.036350244,0.773827062,1
128,5.714285714,9.591836735,7.142857143,0,-0.619533537,0.047683189,0.783520587,1
129,5.918367347,9.591836735,7.346938776,0,-0.585756658,0.041506174,0.809423483,1
130,6.12244898,9.591836735,7.551020408,0,-0.585756658,0.041506174,0.809423483,1
131,6.326530612,9.591836735,7.551020408,0,-0.489724804,0.054711716,0.870158747,1
132,6.530612245,9.591836735,7.755102041,0,-0.489724804,0.054711716,0.870158747,1
133,6.734693878,9.591836735,7.959183673,0,-0.469644088,0.037818512,0.882045459,1
134,6.93877551,9.591836735,7.959183673,0,-0.292127798,0.053024721,0.95490823,1
135,7.142857143,9.591836735,7.959183673,0,-0.292127798,0.053024721,0.95490823,1
136,7.346938776,9.591836735,7.959183673,0,-0.172519889,0.052587179,0.983601279,1
137,7.551020408,9.591836735,8.163265306,0,-0.159147516,0.040308408,0.986431599,1
138,7.755102041,9.591836735,8.163265306,0,-0.155270305,0.043593799,0.986909678,1
139,7.959183673,9.591836735,8.163265306,0,-0.059442427,0.040774177,0.997398649,1
140,8.163265306,9.591836735,8.163265306,0,-0.059442427,0.040774177,0.997398649,1
141,8.367346939,9.591836735,8.163265306,0,0.010040451,0.033387376,0.999392051,1
142,8.571428571,9.591836735,8.163265306,0,0.009488575,0.032823293,0.999416129,1
143,8.775510204,9.591836735,8.163265306,0,0.009559051,0.032892038,0.999413197,1
144,8.979591837,9.591836735,8.163265306,0,0.042976475,0.032783558,0.998538062,1
145,9.183673469,9.591836735,8.163265306,0,0.042976475,0.032783558,0.998538062,1
146,9.387755102,9.591836735,8.163265306,0,0.057329642,0.031484061,0.997858741,1
147,9.591836735,9.591836735,8.163265306,0,0.059013441,0.033130328,0.997707269,1
148,9.795918367,9.591836735,8.163265306,0,0.05556954,0.029582941,0.998016471,1
149,10,9.591836735,8.163265306,0,0.029906236,0.036508051,0.998885769,1
150,0,9.387755102,5.102040816,0,0.002971669,0.020690407,0.999781514,1
151,0.204081633,9.387755102,5.102040816,0,0.035140629,0.020677719,0.999168438,1
152,0.408163265,9.387755102,5.102040816,0,0.035140629,0.020677719,0.999168438,1
153,0.612244898,9.387755102,5.102040816,0,0.021223425,0.018501231,0.999603557,1
154,0.816326531,9.387755102,5.102040816,0,0.024818451,0.015622849,0.999569893,1
155,1.020408163,9.387755102,5.102040816,0,0.024818451,0.015622849,0.999569893,1
156,1.224489796,9.387755102,5.102040816,0,-0.002125935,0.015627628,0.999875621,1
157,1.428571429,9.387755102,5.102040816,0,-0.002125935,0.015627628,0.999875621,1
158,1.632653061,9.387755102,5.102040816,0,-0.062981863,0.00437884,0.998005065,1
159,1.836734694,9.387755102,5.102040816,0,-0.065513661,-0.007782246,0.997821325,1
160,2.040816327,9.387755102,5.102040816,0,-0.065513661,-0.007782246,0.997821325,1
161,2.244897959,9.387755102,5.102040816,0,-0.152100141,-0.00770826,0.988335029,1
162,2.448979592,9.387755102,5.102040816,0,-0.152100141,-0.00770826,0.988335029,1
163,2.653061224,9.387755102,5.102040816,0,-0.274688997,-0.012856118,0.961447177,1
164,2.857142857,9.387755102,5.306122449,0,-0.307901061,-0.011127978,0.951353302,1
165,3.06122449,9.387755102,5.306122449,0,-0.307901061,-0.011127978,0.951353302,1
166,3.265306122,9.387755102,5.510204082,0,-0.462815545,-0.010368149,0.886393972,1
167,3.469387755,9.387755102,5.510204082,0,-0.466267942,-0.006712667,0.884618079,1
168,3.673469388,9.387755102,5.714285714,0,-0.556949885,-0.006302176,0.83052219,1
169,3.87755102,9.387755102,5.714285714,0,-0.556949885,-0.006302176,0.83052219,1
170,4.081632653,9.387755102,5.918367347,0,-0.563820584,0.012918777,0.825796255,1
171,4.285714286,9.387755102,6.12244898,0,-0.61554589,0.012327564,0.788004624,1
172,4.489795918,9.387755102,6.326530612,0,-0.639103286,0.012799349,0.769014413,1
173,4.693877551,9.387755102,6.530612245,0,-0.623896853,0.023944671,0.781139789,1
174,4.897959184,9.387755102,6.530612245,0,-0.641505411,0.02350383,0.766758357,1
175,5.102040816,9.387755102,6.734693878,0,-0.641505411,0.02350383,0.766758357,1
176,5.306122449,9.387755102,6.93877551,0,-0.631835136,0.040372786,0.774050643,1
177,5.510204082,9.387755102,7.142857143,0,-0.631835136,0.040372786,0.774050643,1
178,5.714285714,9.387755102,7.346938776,0,-0.624352985,0.04133791,0.780047772,1
179,5.918367347,9.387755102,7.346938776,0,-0.586451231,0.045659647,0.808696575,1
180,6.12244898,9.387755102,7.551020408,0,-0.586451231,0.045659647,0.808696575,1
181,6.326530612,9.387755102,7.755102041,0,-0.489724804,0.054711716,0.870158747,1
182,6.530612245,9.387755102,7.755102041,0,-0.470378453,0.037877647,0.881651516,1
183,6.734693878,9.387755102,7.959183673,0,-0.469644088,0.037818512,0.882045459,1
184,6.93877551,9.387755102,7.959183673,0,-0.307467944,0.040761496,0.950684997,1
185,7.142857143,9.387755102,7.959183673,0,-0.292127798,0.053024721,0.95490823,1
186,7.346938776,9.387755102,7.959183673,0,-0.158053435,0.041694785,0.986549875,1
187,7.551020408,9.387755102,8.163265306,0,-0.158053435,0.041694785,0.986549875,1
188,7.755102041,9.387755102,8.163265306,0,-0.15715167,0.03796656,0.986844412,1
189,7.959183673,9.387755102,8.163265306,0,-0.059442427,0.040774177,0.997398649,1
190,8.163265306,9.387755102,8.163265306,0,-0.051891257,0.033344075,0.998095922,1
191,8.367346939,9.387755102,8.163265306,0,0.010040451,0.033387376,0.999392051,1
192,8.571428571,9.387755102,8.163265306,0,0.010040451,0.033387376,0.999392051,1
193,8.775510204,9.387755102,8.163265306,0,0.009747726,0.032575246,0.99942175,1
194,8.979591837,9.387755102,8.163265306,0,0.042976475,0.032783558,0.998538062,1
195,9.183673469,9.387755102,8.163265306,0,0.044160188,0.031505163,0.998527567,1
196,9.387755102,9.387755102,8.163265306,0,0.057329642,0.031484061,0.997858741,1
197,9.591836735,9.387755102,8.163265306,0,0.057329642,0.031484061,0.997858741,1
198,9.795918367,9.387755102,8.163265306,0,0.05311395,0.038527401,0.997844952,1
199,10,9.387755102,8.163265306,0,0.029906236,0.036508051,0.998885769,1
200,0,9.183673469,5.102040816,0,0.002971304,0.025947939,0.99965888,1
201,0.204081633,9.183673469,5.102040816,0,0.035136324,0.025932031,0.999046029,1
202,0.408163265,9.183673469,5.102040816,0,0.038943067,0.022346857,0.998991519,1
203,0.612244898,9.183673469,5.102040816,0,0.032074864,0.014650064,0.999378096,1
204,0.816326531,9.183673469,5.102040816,0,0.025774573,0.008451917,0.999632051,1
205,1.020408163,9.183673469,5.102040816,0,0.024820786,0.007480596,0.999663928,1
206,1.224489796,9.183673469,5.102040816,0,-0.002126135,0.007482884,0.999969743,1
207,1.428571429,9.183673469,5.102040816,0,-0.001171335,0.006533254,0.999977972,1
208,1.632653061,9.183673469,5.102040816,0,-0.041705509,-0.00067371,0.99912972,1
209,1.836734694,9.183673469,5.102040816,0,-0.053651391,-0.013159695,0.998473009,1
210,2.040816327,9.183673469,5.102040816,0,-0.065495844,-0.02458383,0.997549964,1
211,2.244897959,9.183673469,5.102040816,0,-0.152059559,-0.024350237,0.988071332,1
212,2.448979592,9.183673469,5.102040816,0,-0.156302671,-0.019096401,0.987524583,1
213,2.653061224,9.183673469,5.102040816,0,-0.255607802,-0.020805489,0.966556663,1
214,2.857142857,9.183673469,5.306122449,0,-0.298294412,-0.038313251,0.953704639,1
215,3.06122449,9.183673469,5.306122449,0,-0.307493964,-0.052593636,0.950095454,1
216,3.265306122,9.183673469,5.510204082,0,-0.478914354,-0.035565785,0.877140876,1
217,3.469387755,9.183673469,5.510204082,0,-0.478914354,-0.035565785,0.877140876,1
218,3.673469388,9.183673469,5.714285714,0,-0.556812341,-0.023098781,0.830317086,1
219,3.87755102,9.183673469,5.714285714,0,-0.556812341,-0.023098781,0.830317086,1
220,4.081632653,9.183673469,5.918367347,0,-0.581474992,-0.019977603,0.813318959,1
221,4.285714286,9.183673469,6.12244898,0,-0.615587223,-0.004205913,0.788057537,1
222,4.489795918,9.183673469,6.326530612,0,-0.641764384,-0.00195502,0.766899376,1
223,4.693877551,9.183673469,6.530612245,0,-0.624012261,0.014267727,0.781284283,1
224,4.897959184,9.183673469,6.530612245,0,-0.642965864,0.030062788,0.765304597,1
225,5.102040816,9.183673469,6.734693878,0,-0.639008014,0.026328241,0.768749362,1
226,5.306122449,9.183673469,6.93877551,0,-0.632921353,0.041162338,0.773121092,1
227,5.510204082,9.183673469,7.142857143,0,-0.632921353,0.041162338,0.773121092,1
228,5.714285714,9.183673469,7.346938776,0,-0.63814385,0.035802612,0.76908426,1
229,5.918367347,9.183673469,7.346938776,0,-0.586373785,0.044369248,0.808824551,1
230,6.12244898,9.183673469,7.551020408,0,-0.586373785,0.044369248,0.808824551,1
231,6.326530612,9.183673469,7.755102041,0,-0.486493173,0.037766607,0.872867731,1
232,6.530612245,9.183673469,7.755102041,0,-0.470103513,0.051007016,0.881136182,1
233,6.734693878,9.183673469,7.959183673,0,-0.469370432,0.050927475,0.881531502,1
234,6.93877551,9.183673469,7.959183673,0,-0.307259847,0.05488541,0.950041567,1
235,7.142857143,9.183673469,7.959183673,0,-0.284858748,0.035400285,0.957915609,1
236,7.346938776,9.183673469,8.163265306,0,-0.158049972,0.042216039,0.986528262,1
237,7.551020408,9.183673469,8.163265306,0,-0.153793031,0.037241889,0.987401005,1
238,7.755102041,9.183673469,8.163265306,0,-0.153793031,0.037241889,0.987401005,1
239,7.959183673,9.183673469,8.163265306,0,-0.05352042,0.024973149,0.99825443,1
240,8.163265306,9.183673469,8.163265306,0,-0.05190193,0.026474343,0.998301206,1
241,8.367346939,9.183673469,8.163265306,0,0.010042522,0.026508737,0.999598137,1
242,8.571428571,9.183673469,8.163265306,0,0.011871779,0.024746612,0.999623262,1
243,8.775510204,9.183673469,8.163265306,0,0.011871779,0.024746612,0.999623262,1
244,8.979591837,9.183673469,8.163265306,0,0.043866713,0.021389736,0.998808385,1
245,9.183673469,9.183673469,8.163265306,0,0.044171715,0.021702392,0.998788199,1
246,9.387755102,9.183673469,8.163265306,0,0.057344586,0.021687848,0.998118849,1
247,9.591836735,9.183673469,8.163265306,0,0.055893851,0.023033856,0.998170987,1
248,9.795918367,9.183673469,8.163265306,0,0.055893851,0.023033856,0.998170987,1
249,10,9.183673469,8.163265306,0,0.033249139,0.019054607,0.999265439,1
250,0,8.979591837,5.102040816,0,-0.001459598,0.021621632,0.99976516,1
251,0.204081633,8.979591837,5.102040816,0,0.038943067,0.022346857,0.998991519,1
252,0.408163265,8.979591837,5.102040816,0,0.046175656,0.014641971,0.998826022,1
253,0.612244898,8.979591837,5.102040816,0,0.032074864,0.014650064,0.999378096,1
254,0.816326531,8.979591837,5.102040816,0,0.032074864,0.014650064,0.999378096,1
255,1.020408163,8.979591837,5.102040816,0,0.025774573,0.008451917,0.999632051,1
256,1.224489796,8.979591837,5.102040816,0,-0.001171335,0.006533254,0.999977972,1
257,1.428571429,8.979591837,5.102040816,0,0.005997828,-0.000674284,0.999981786,1
258,1.632653061,8.979591837,5.102040816,0,-0.041705509,-0.00067371,0.99912972,1
259,1.836734694,8.979591837,5.102040816,0,-0.041705509,-0.00067371,0.99912972,1
260,2.040816327,8.979591837,5.102040816,0,-0.053651391,-0.013159695,0.998473009,1
261,2.244897959,8.979591837,5.102040816,0,-0.156302671,-0.019096401,0.987524583,1
262,2.448979592,8.979591837,5.102040816,0,-0.153805097,-0.021264317,0.987872371,1
263,2.653061224,8.979591837,5.102040816,0,-0.255607802,-0.020805489,0.966556663,1
264,2.857142857,8.979591837,5.306122449,0,-0.280290502,-0.022814565,0.959644064,1
265,3.06122449,8.979591837,5.306122449,0,-0.298294412,-0.038313251,0.953704639,1
266,3.265306122,8.979591837,5.306122449,0,-0.478914354,-0.035565785,0.877140876,1
267,3.469387755,8.979591837,5.510204082,0,-0.478914354,-0.035565785,0.877140876,1
268,3.673469388,8.979591837,5.714285714,0,-0.556812341,-0.023098781,0.830317086,1
269,3.87755102,8.979591837,5.714285714,0,-0.561986135,-0.001073466,0.827145956,1
270,4.081632653,8.979591837,5.918367347,0,-0.585047379,-0.001117516,0.810998345,1
271,4.285714286,8.979591837,6.12244898,0,-0.617803237,0.012530751,0.786232879,1
272,4.489795918,8.979591837,6.326530612,0,-0.643263308,0.014404348,0.765509524,1
273,4.693877551,8.979591837,6.530612245,0,-0.643263308,0.014404348,0.765509524,1
274,4.897959184,8.979591837,6.530612245,0,-0.642965864,0.030062788,0.765304597,1
275,5.102040816,8.979591837,6.734693878,0,-0.639008014,0.026328241,0.768749362,1
276,5.306122449,8.979591837,6.93877551,0,-0.648042002,0.027530951,0.761106833,1
277,5.510204082,8.979591837,7.142857143,0,-0.626527457,0.035150882,0.778606294,1
278,5.714285714,8.979591837,7.346938776,0,-0.63814385,0.035802612,0.76908426,1
279,5.918367347,8.979591837,7.346938776,0,-0.594492506,0.037392233,0.803231275,1
280,6.12244898,8.979591837,7.551020408,0,-0.586373785,0.044369248,0.808824551,1
281,6.326530612,8.979591837,7.755102041,0,-0.486493173,0.037766607,0.872867731,1
282,6.530612245,8.979591837,7.755102041,0,-0.486493173,0.037766607,0.872867731,1
283,6.734693878,8.979591837,7.959183673,0,-0.469017134,0.051893047,0.881663224,1
284,6.93877551,8.979591837,7.959183673,0,-0.284858748,0.035400285,0.957915609,1
285,7.142857143,8.979591837,7.959183673,0,-0.282746809,0.032232333,0.958652867,1
286,7.346938776,8.979591837,8.163265306,0,-0.153793031,0.037241889,0.987401005,1
287,7.551020408,8.979591837,8.163265306,0,-0.153793031,0.037241889,0.987401005,1
288,7.755102041,8.979591837,8.163265306,0,-0.141179221,0.025686569,0.989650761,1
289,7.959183673,8.979591837,8.163265306,0,-0.052656711,0.025910451,0.998276474,1
290,8.163265306,8.979591837,8.163265306,0,-0.05352042,0.024973149,0.99825443,1
291,8.367346939,8.979591837,8.163265306,0,0.011871779,0.024746612,0.999623262,1
292,8.571428571,8.979591837,8.163265306,0,0.011871779,0.024746612,0.999623262,1
293,8.775510204,8.979591837,8.163265306,0,0.014954033,0.021551302,0.9996559,1
294,8.979591837,8.979591837,8.163265306,0,0.044012746,0.021532826,0.998798886,1
295,9.183673469,8.979591837,8.163265306,0,0.043866713,0.021389736,0.998808385,1
296,9.387755102,8.979591837,8.163265306,0,0.055893851,0.023033856,0.998170987,1
297,9.591836735,8.979591837,8.163265306,0,0.055893851,0.023033856,0.998170987,1
298,9.795918367,8.979591837,8.163265306,0,0.054390967,0.024666314,0.998215005,1
299,10,8.979591837,8.163265306,0,0.038952546,0.024684133,0.99893613,1
300,0,8.775510204,5.102040816,0,0.004339071,-0.008030006,0.999958345,1
301,0.204081633,8.775510204,5.102040816,0,0.041222,-0.016828706,0.999008279,1
302,0.408163265,8.775510204,5.102040816,0,0.046177518,-0.011564233,0.99886631,1
303,0.612244898,8.775510204,5.102040816,0,0.032076159,-0.011570626,0.999418451,1
304,0.816326531,8.775510204,5.102040816,0,0.032076159,-0.011570626,0.999418451,1
305,1.020408163,8.775510204,5.102040816,0,0.0249355,-0.004566746,0.999678631,1
306,1.224489796,8.775510204,5.102040816,0,0.006737701,-0.00970634,0.999930193,1
307,1.428571429,8.775510204,5.102040816,0,0.005997501,-0.010458747,0.99992732,1
308,1.632653061,8.775510204,5.102040816,0,-0.041703241,-0.010449837,0.999075393,1
309,1.836734694,8.775510204,5.102040816,0,-0.041703241,-0.010449837,0.999075393,1
310,2.040816327,8.775510204,5.102040816,0,-0.048817459,-0.002933253,0.99880341,1
311,2.244897959,8.775510204,5.102040816,0,-0.145218626,-0.01177505,0.98932952,1
312,2.448979592,8.775510204,5.102040816,0,-0.153810559,-0.019523676,0.987907454,1
313,2.653061224,8.775510204,5.102040816,0,-0.255616492,-0.019102377,0.966589524,1
314,2.857142857,8.775510204,5.306122449,0,-0.280301961,-0.020947137,0.959683296,1
315,3.06122449,8.775510204,5.306122449,0,-0.298939766,-0.005518774,0.954256024,1
316,3.265306122,8.775510204,5.306122449,0,-0.479736723,-0.002899351,0.877407699,1
317,3.469387755,8.775510204,5.510204082,0,-0.479736723,-0.002899351,0.877407699,1
318,3.673469388,8.775510204,5.714285714,0,-0.572752801,-0.004251198,0.81971712,1
319,3.87755102,8.775510204,5.714285714,0,-0.561969714,-0.007719519,0.827121787,1
320,4.081632653,8.775510204,5.918367347,0,-0.585028852,-0.008036272,0.810972663,1
321,4.285714286,8.775510204,6.12244898,0,-0.632517081,-0.007897557,0.774506147,1
322,4.489795918,8.775510204,6.326530612,0,-0.643324051,0.004319278,0.765581811,1
323,4.693877551,8.775510204,6.530612245,0,-0.643324051,0.004319278,0.765581811,1
324,4.897959184,8.775510204,6.530612245,0,-0.652198786,-0.003417283,0.75804028,1
325,5.102040816,8.775510204,6.734693878,0,-0.639205773,0.008634457,0.768987273,1
326,5.306122449,8.775510204,6.93877551,0,-0.648261308,0.009029153,0.761364401,1
327,5.510204082,8.775510204,7.142857143,0,-0.626875462,0.01121374,0.779038771,1
328,5.714285714,8.775510204,7.346938776,0,-0.638511585,0.011421891,0.76952745,1
329,5.918367347,8.775510204,7.346938776,0,-0.594866212,0.011929642,0.803736197,1
